TOPIC,TOPIC,Popularity,Overall sentiment,Positive ratio,Average sentiment
Television,Television,2,0,0,0.3548
British Politics,British Politics,27,0,0,0.1235148148148148
#GERENG,#GERENG,1,0,0,0.872
PC Keith Palmer,PC Keith Palmer,3,0,0,-0.27416666666666667
